"","Site","Type","Mn","Co","Cu","Sr","Ba","La","Pb"
"67","FBE","train",3.13368258498154,1.25430633233129,1.91545260168848,3.09841873415025,1.20357677497797,0.269512944217916,0.973127853599699
"68","FBE","test",2.87430783312804,1.33000770087276,1.52296559549199,3.25515667779714,1.37803432245733,0.387389826338729,0.722633922533812
"69","FBE","test",2.96080837802664,1.44855173920158,1.57356777303922,3.00848519623986,1.31026836663245,0.311753861055754,1.45606222445495
"70","FBE","train",2.65473469923615,0.854913022307856,1.18012587516405,3.31917479112684,0.933487287848705,0.0755469613925307,1.01535975540921
"71","FBE","train",3.39250349968175,1.55424680816611,1.84751096520325,3.49950288071025,1.24452451157008,0.27415784926368,1.2148438480477
"72","FBE","train",1.91561086266147,0.556302500767287,1.59195455504674,3.1166542256196,0.551449997972875,0.0413926851582251,0.252853030979893
"73","GB","train",1.69905685454767,0.227886704613674,0.716003343634799,3.448853120628,0.860338006570994,0.0374264979406237,0.161368002234975
"74","GB","train",1.60959440922522,0.374748346010104,0.600972895686748,3.39311346517642,0.75966784468963,0.0211892990699381,0.303196057420489
"75","GB","train",1.29003461136252,0.235528446907549,0.357934847000454,3.4963261959167,0.969415912353981,0.0128372247051722,0.0934216851622351
"76","GB","train",1.18610837981321,0.161368002234975,0.709269960975831,3.4185647717703,0.863322860120456,0.0128372247051722,0.133538908370217
"77","GB","train",1.08919836680515,0.170261715394957,0.367355921026019,3.35606794536775,0.639486489268586,0.00860017176191757,0.100370545117563
"78","GB","train",1.34888872307144,0.356025857193123,0.942504106168081,3.48238329707173,0.824776462475546,0.0453229787866575,0.371067862271736
"79","GB","train",1.81023251799508,0.227886704613674,0.537819095073274,3.40111608816481,0.621176281775035,0.0253058652647703,0.110589710299249
"80","GB","train",2.19434780728009,0.290034611362518,0.870403905279027,3.63205115341839,0.988558956878616,0.0863598306747482,0.318063334962762
"81","GB","train",2.3373993544719,0.181843587944773,0.612783856719735,3.66081332160467,1.04883008652835,0.0791812460476248,1.04688519083771
"82","GB","test",1.97127584873811,0.220108088040055,0.605305046141109,3.53476961126528,1.01241537476243,0.0569048513364726,0.518513939877887
"83","GB","train",2.22554187718723,0.2405492482826,0.912753303671323,3.51720381814186,0.963315511386111,0.0453229787866575,0.660865478003869
"84","GB","train",2.1133750570949,0.181843587944773,0.460897842756548,3.52551126096761,0.989004615698537,0.0253058652647703,0.195899652409234
"85","GB","test",2.19013552087703,0.225309281725863,0.644438589467838,3.42662022795656,0.761927838420529,0.0334237554869497,0.133538908370217
"86","GB","train",2.18946223945766,0.255272505103306,0.777426822389311,3.41711115390502,0.808885867359812,0.0293837776852097,0.262451089730429
"87","GB","train",1.91270020819086,0.481442628502305,0.595496221825574,3.1683088750919,0.624282095835668,0.0293837776852097,0.507855871695831
"88","GB","train",2.47784447633876,0.350248018334163,0.899273187317604,3.41038239410746,0.669316880566112,0.107209969647868,0.79448804665917
"89","GB","train",2.01245757820077,0.250420002308894,0.531478917042255,3.32453760552514,0.984077033902831,0.0374264979406237,0.173186268412274
"90","GB","test",1.96750117472284,0.178976947293169,0.614897216033135,3.44314559470709,0.948412965778601,0.0128372247051722,0.326335860928751
"91","GB","train",2.24976074088798,0.340444114840118,0.685741738602264,3.42337204683373,0.864511081058392,0.0374264979406237,0.24551266781415
"92","GB","test",2.10012920335981,0.456366033129043,0.69810054562339,3.41259661065148,0.788875115775417,0.0606978403536116,0.315970345456918
"93","GB","train",2.37601091064625,0.509202522331103,1.01199311465926,3.66194134632384,1.18780263871842,0.103803720955957,0.198657086954423
"94","GB","train",2.3786522249085,0.309630167425899,0.86391737695786,3.45577492981039,0.879669205632054,0.0334237554869497,0.222716471147583
"95","GB","test",2.34701760132495,0.28330122870355,1.03261876085072,3.43552107200264,0.937517892017347,0.0530784434834197,0.342422680822206
"96","GB","train",2.4965698922133,0.344392273685111,0.975891136401793,3.55437042450164,0.949390006644913,0.0293837776852097,0.338456493604605
"97","GB","test",2.76528101804354,0.710963118995276,1.2405492482826,3.48619094864365,1.24278980947868,0.0863598306747482,0.706717782336759
"98","GB","train",2.37377605137032,0.413299764081252,1.32654066851656,3.44167314548998,0.711807229041191,0.0606978403536116,0.255272505103306
"99","GB","test",2.21934871731358,0.190331698170291,0.8109042806687,3.29766642200236,0.737192642704737,0.0453229787866575,0.190331698170291
"100","GB","train",2.46722321083405,0.222716471147583,0.41161970596323,3.32252526113614,0.879095879500073,0.0374264979406237,0.298853076409707
"101","GB","train",2.26035764163615,0.380211241711606,0.478566495593843,3.21672524060228,0.545307116465824,0.0293837776852097,0.330413773349191
"102","MB","train",2.21982020714724,0.905795880367869,1.41027096425218,3.24993175663419,0.776701183988411,0.582063362911709,0.700703717145019
"103","MB","train",2.38637409908548,0.757396028793024,1.57333584006607,3.25151898598888,0.747411807886423,0.130333768495006,0.561101383649056
"104","MB","test",2.07397481986666,0.40823996531185,0.99211148778695,3.18262005196738,0.474216264076255,0.0569048513364726,0.397940008672038
"105","MB","test",2.21929629794334,0.371067862271736,1.10243370568134,3.19122178958354,0.699837725867246,0.0899051114393979,0.696356388733332
"106","MB","train",2.1497424147134,0.416640507338281,0.968482948553935,3.1648760735577,0.552668216112193,0.0681858617461616,0.285557309007774
"107","MB","train",2.05227059665675,0.27415784926368,0.942008053022313,3.09181814312137,0.52244423350632,0.0293837776852097,0.318063334962762
"108","MB","train",1.97229542861114,0.416640507338281,0.717670503002262,3.17840134153376,0.421603926869831,0.0453229787866575,0.170261715394957
"109","MB","test",2.43436128720031,0.958563883221967,1.39585037601878,3.15060295179301,0.620136054973757,0.0827853703164501,0.426511261364575
"110","MB","train",2.68323621246986,0.847572659142112,1.45606222445495,3.27947301929332,0.621176281775035,0.227886704613674,0.278753600952829
"111","MB","train",2.21258707812389,0.481442628502305,0.404833716619938,3.22026503358723,0.54282542695918,0.0413926851582251,0.278753600952829
"112","MB","train",2.05618042334214,0.528916700277655,1.11461098423217,3.1936031720795,0.481442628502305,0.0253058652647703,0.130333768495006
"113","MB","train",2.07191881036381,0.318063334962762,1.04921802267018,3.20049482173865,0.450249108319361,0.0374264979406237,0.20682587603185
"114","MBR","train",2.27016622926069,0.161368002234975,0.725911632295048,3.36856764409584,0.519827993775719,0.0374264979406237,0.193124598354462
"115","MBR","train",2.64991871873542,0.426511261364575,0.958563883221967,3.35085250761944,0.66838591669,0.0791812460476248,0.509202522331103
"116","MBR","train",2.98479725708929,0.426511261364575,1.36884450682582,3.29708612025029,0.799340549453582,0.193124598354462,0.387389826338729
"117","MBR","train",2.45842631498721,0.230448921378274,0.704150516839799,3.29486726731174,0.608526033577194,0.0899051114393979,0.303196057420489
"118","MBR","train",2.23243700922055,0.352182518111362,0.720159303405957,3.29416409904419,0.826722520168992,0.0569048513364726,0.419955748489758
"119","MBR","train",2.62156053508108,0.369215857410143,1.04999285692014,3.34557563545453,0.643452676486187,0.139879086401236,0.227886704613674
"120","MBR","train",2.61471797987283,0.303196057420489,1.29292029960001,3.34702541441437,0.807535028068853,0.0827853703164501,0.230448921378274
"121","MBR","test",2.40619942366331,0.243038048686294,0.838219221907626,3.31069968336482,0.704150516839799,0.0644579892269184,0.212187604403958
"122","MBR","train",2.30129049421137,0.397940008672038,1.15503222879097,3.30213820293256,0.72916478969277,0.100370545117563,0.530199698203082
"123","MBR","train",2.45155618307643,0.252853030979893,0.888179493918325,3.34340071537445,0.624282095835668,0.0681858617461616,0.66838591669
"124","MBR","test",2.27466576908139,0.217483944213906,0.866877814337499,3.32924935983668,0.653212513775344,0.0644579892269184,0.271841606536499
"125","MBR","train",2.67764344652178,0.326335860928751,1.01870049866624,3.37149086231732,0.812244696800369,0.139879086401236,0.201397124320451
"126","MBR","train",2.60469034866023,0.285557309007774,0.867467487859051,3.4112980743134,0.60422605308447,0.139879086401236,0.152288344383056
"127","MBR","train",2.30524385750601,0.290034611362518,0.970811610872518,3.29180159706806,0.636487896353365,0.0827853703164501,0.340444114840118
"128","MBR","train",2.50510926130359,0.27415784926368,1.13289976994448,3.39647483611906,0.619093330626743,0.0606978403536116,0.372912002970107
"129","MBR","train",2.55292360834649,0.247973266361807,0.848189116991399,3.30922761985873,0.696356388733332,0.127104798364808,0.456366033129043
"130","MBR","test",2.38614210893082,0.238046103128795,1.32510498297141,3.36835383734854,0.598790506763115,0.0569048513364726,0.252853030979893
"131","MBR","train",2.69237096075288,0.372912002970107,1.47363292687384,3.31712064522825,0.825426117767823,0.107209969647868,0.471291711058939
"132","MBR","test",2.71909915920564,0.287801729930226,0.889861721258188,3.20640756504427,0.724275869600789,0.0934216851622351,0.12057393120585
"133","MBR","train",2.80570470443386,0.442479769064449,1.17782497186468,3.2262414966269,0.899273187317604,0.130333768495006,0.195899652409234
"134","MBR","train",2.61406366749503,0.315970345456918,0.802089257881733,3.21949807781649,0.69196510276736,0.161368002234975,0.340444114840118
"135","MBR","train",2.49532227721595,0.287801729930226,0.971739590887778,3.22245113240023,0.717670503002262,0.107209969647868,0.503790683057181
"136","MBR","train",2.44759210882154,0.311753861055754,0.995196291597179,3.18075935665555,0.822821645303105,0.0899051114393979,0.328379603438738
"137","MBR","train",2.70051334716843,0.359835482339888,1.0484418035504,3.24052678419394,0.568201724066995,0.0863598306747482,0.292256071356476
"138","PHB","train",1.38435341413751,0.342422680822206,1.580468783951,3.14828175057887,0.629409599102719,0.0827853703164501,0.472756449317212
"139","PHB","train",1.67430988894148,0.434568904034199,1.47885496752866,3.43473173393621,0.677606952720493,0.0827853703164501,0.190331698170291
"140","PHB","train",1.73727217653554,0.230448921378274,0.970346876230093,3.37802522909409,0.57978359661681,0.0791812460476248,0.130333768495006
"141","PHB","train",1.64236558084497,0.374748346010104,0.738780558484369,3.32070904958767,0.509202522331103,0.0492180226701817,0.376576957056512
"142","PHB","test",1.65638571905869,0.714329759745233,1.26599637049508,3.36332235368474,0.773054693364263,0.0791812460476248,0.509202522331103
"143","PHB","train",1.67329743975964,0.440909082065218,0.619093330626743,3.36097755826833,0.409933123331295,0.0453229787866575,0.510545010206612
"144","PHB","train",1.72591163229505,0.332438459915605,1.15167623084705,3.38040843901197,0.699837725867246,0.0863598306747482,0.326335860928751
"145","PHB","test",1.77298145034496,0.474216264076255,0.951337518795918,3.45982957814908,0.502427119984433,0.0492180226701817,0.757396028793024
"146","PHB","test",2.00569518111851,0.294466226161593,0.631443769013172,3.35381240309617,0.369215857410143,0.0253058652647703,0.143014800254095
"147","PHB","train",2.07258073264895,0.307496037913213,1.00302947055362,3.25151655229168,0.469822015978163,0.0791812460476248,0.0791812460476248
"148","PHB","train",1.92987852365678,0.2405492482826,0.876217840591642,3.31231067200086,0.507855871695831,0.0453229787866575,0.519827993775719
"149","PHB","train",2.09961159039253,0.318063334962762,0.697229342759718,3.45869524763352,0.541579243946581,0.0644579892269184,0.571708831808688
"150","PHB","train",2.2197678446584,0.340444114840118,0.800717078282385,3.39203709826025,0.481442628502305,0.0492180226701817,0.65991620006985
"151","PHB","train",2.00290006861139,0.155336037465062,0.615950051656401,3.30193022305069,0.465382851448418,0.0253058652647703,0.0681858617461616
"152","PHB","train",2.06175396780593,0.426511261364575,0.685741738602264,3.2058509919301,0.526339277389844,0.107209969647868,0.227886704613674
"153","PHB","test",1.94605906038512,0.220108088040055,0.593286067020457,3.26528491036854,0.474216264076255,0.0253058652647703,0.0969100130080564
"154","PHB","train",2.11806622171401,0.324282455297693,0.966610986681934,3.19752589966352,0.643452676486187,0.0569048513364726,0.222716471147583
"155","PHB","test",1.91481898044747,0.193124598354462,0.350248018334163,3.22960505984138,0.369215857410143,0.0211892990699381,0.15836249209525
"156","PHB","test",2.10636090880675,0.399673721481038,1.01029995663981,3.46011721483357,0.580924975675619,0.0293837776852097,0.214843848047698
"157","PHB","train",2.07180839183313,0.24551266781415,0.687528961214634,3.43934690687164,0.655138434811382,0.0681858617461616,0.309630167425899
"158","PHB","test",2.38080798645617,0.428134794028789,1.18012587516405,3.54065476091012,0.424881636631067,0.0969100130080564,0.294466226161593
"159","PHB","train",2.99403985491717,0.606381365110605,1.57691695596521,3.36475918167826,0.881384656770573,0.311753861055754,0.540329474790874
"160","PHB","train",1.63377134608256,0.164352855784437,0.845718017966659,3.42474936892374,0.478566495593843,0.0569048513364726,0.252853030979893
"161","PHB","train",2.08138331746229,0.155336037465062,1.01072386539177,3.33607930943767,0.477121254719662,0.0374264979406237,0.167317334748176
"162","PHB","train",2.05223209025233,0.146128035678238,0.681241237375587,3.37987996585418,0.530199698203082,0.0293837776852097,0.164352855784437
"163","PHB","test",2.09815898346053,0.281033367247728,0.54282542695918,3.39760634236567,0.54282542695918,0.0413926851582251,0.255272505103306
"164","PHB","train",2.05960127976275,0.363611979892144,0.643452676486187,3.34158486930641,0.481442628502305,0.0293837776852097,0.217483944213906
"165","PHB","test",2.52073237833201,0.60959440922522,1.54617236831694,3.23168617392205,0.66838591669,0.113943352306837,0.340444114840118
"166","PHB","train",2.3932241163613,0.418301291319745,1.48742121135947,3.31817606985849,0.733197265106569,0.123851640967086,0.462397997898956
"167","PHB","test",1.36248247475117,0.328379603438738,0.835690571492426,3.31830338334694,0.592176757395867,0.0530784434834197,0.220108088040055
"168","WRL","train",1.90014856071934,0.738780558484369,1.01828430842653,3.15281101816306,0.60422605308447,0.0453229787866575,0.471291711058939
"169","WRL","train",1.73399928653839,0.230448921378274,0.681241237375587,3.26738295542423,0.489958479424835,0.0211892990699381,0.0969100130080564
"170","WRL","train",1.79302165984598,0.181843587944773,0.697229342759718,3.34437458712435,0.571708831808688,0.0211892990699381,0.214843848047698
"171","WRL","train",1.75066264613406,0.187520720836463,0.617000341120899,3.31155891441892,0.697229342759718,0.0128372247051722,0.117271295655764
"172","WRL","test",1.77173442538677,0.155336037465062,0.807535028068853,3.30159854911402,0.608526033577194,0.0293837776852097,0.285557309007774
"173","WRL","test",1.86266795022859,0.170261715394957,0.348304863048161,3.30586061429064,0.528916700277655,0.0170333392987804,0.164352855784437
"174","WRL","train",1.87069645798925,0.267171728403014,0.733999286538387,3.33960446091375,0.74350976472843,0.0293837776852097,0.20682587603185
"175","WRL","train",1.93155956709081,0.220108088040055,0.760422483423212,3.39556750374704,0.558708570533166,0.0293837776852097,0.152288344383056
"176","WRL","train",2.0177426641615,0.204119982655925,0.66838591669,3.30254737248749,0.52244423350632,0.0253058652647703,0.107209969647868
"177","WRL","test",1.9681092011282,0.315970345456918,0.640481436970422,3.32707271666912,0.495544337546448,0.0453229787866575,0.27415784926368
"178","WRL","test",1.94324712513786,0.322219294733919,0.795880017344075,3.34635101816478,0.6232492903979,0.0334237554869497,0.363611979892144
"179","WRL","train",2.12303452975351,0.260071387985075,0.707570176097936,3.36892437400131,0.679427896612119,0.0334237554869497,0.103803720955957
"180","DH","test",1.76365257056453,0.378397900948138,1.73431968085901,3.32447588937623,0.687528961214634,0.0791812460476248,0.414973347970818
"181","DH","test",2.03422726077055,0.434568904034199,2.29585287064395,3.35535380724452,1.15198239545747,0.146128035678238,0.220108088040055
"182","DH","train",2.14479207849771,0.829946695941636,2.16867422956708,3.15656126537432,0.997823080745725,0.24551266781415,0.667452952889954
"183","DH","train",2.11902482011478,0.945960703577569,2.66148139784362,2.8849595381289,1.17580163284828,0.212187604403958,1.20951501454263
"184","DH","test",1.98600993185326,1.11727129565576,2.43808328876724,2.905353267974,1.15014216184856,0.136720567156407,1.04805317311561
"185","DH","test",2.31527743947181,0.968482948553935,2.48771799092619,3.17074562535682,1.08134730780413,0.123851640967086,0.523746466811564
"186","DH","train",2.32697045032492,1.0640834359636,2.76282105494615,3.43264064120788,1.51441492058037,0.309630167425899,0.978636948384474
"187","DH","train",2.42721012433079,1.29819786710982,2.64750033114274,3.13252223661195,1.20194306340165,0.238046103128795,1.088844562727
"188","DH","test",2.39989859664846,1.25695815256093,2.56190003704463,3.15077485478361,1.57460994134019,0.276461804173244,1.23929947912689
"189","DH","train",2.14687190308574,0.987219229908005,2.27590996867091,3.41723912146738,1.29885307640971,0.130333768495006,0.939519252618618
"190","DH","test",2.20363112633051,0.586587304671755,2.62799021802988,3.5347087576529,1.25406445291434,0.232996110392154,0.389166084364532
"191","DH","train",1.55846856252379,0.751279103983342,2.30198439407044,3.50485673056237,1.05804623039528,0.127104798364808,0.710963118995276
"192","DH","train",1.95060822478423,1.05499586152914,2.52469463751639,3.19789227552429,1.38738982633873,0.217483944213906,0.808210972924222
"193","DH","train",2.33777862483618,0.7481880270062,2.64801829665168,3.26241311696815,0.935003151453655,0.176091259055681,0.649334858712142
"194","DH","train",2.14257716092053,0.727541257028556,2.98824226127004,3.63563049746807,1.21932250841934,0.694605198933569,0.836324115706752
"195","DH","test",2.47082194954001,1.05728564441821,2.8718238665704,3.7484020194142,1.38685552918472,0.227886704613674,0.996073654485275
"196","DH","train",1.68833081811227,0.802773725291976,2.95084659554125,3.64068611336232,1.03582982525283,0.269512944217916,0.987666264926275
"197","DH","train",1.98299445465866,1.04883008652835,2.61241295919541,3.48076988291953,1.22788670461367,0.238046103128795,0.922206277439016
"198","DH","train",2.32168126366832,1.07736790528416,2.8109042806687,3.46141748293273,1.54481191175778,0.340444114840118,0.909556029241175
"199","DH","train",1.99308336069806,1.17955179116519,2.53122337453303,3.46744234658851,1.18269990333604,0.2405492482826,0.745855195173729
"200","BH","test",2.20436420462101,1.27300127206374,2.35401234566722,2.9005473644328,1.24353410183206,0.255272505103306,1.78490244988665
"201","BH","train",2.03933478873809,0.41161970596323,1.53744128340795,3.44287938693239,0.898725181589494,0.0530784434834197,0.133538908370217
"202","BH","train",2.40483371661994,1.33061666729444,2.52047043165384,2.98652541497835,1.41262852054438,0.397940008672038,1.22193559982801
"203","BH","test",2.96242142893931,0.954242509439325,2.31720642889982,3.70286977890153,1.12057393120585,0.340444114840118,1.36285930295868
"204","BH","test",2.44813409626478,1.13545069934551,2.07059193151204,3.24004477444889,1.16820274684263,0.243038048686294,1.00774777800074
"205","BH","test",2.09373678456234,1.28397928423848,1.71491624799358,3.14502850034632,1.06520612805431,0.173186268412274,1.10414555055401
"206","BH","train",2.64479297094968,1.29885307640971,2.36927153262103,3.21517209296925,1.2291697025391,0.403120521175818,1.39040515648008
"207","BH","test",2.51253765031886,1.21879799811174,2.13557785334493,3.33346339649846,1.16524432612531,0.212187604403958,1.20411998265592
"208","BH","test",2.4166072267925,1.12678057701201,2.38261131289349,3.38426020020144,1.10002573010786,0.255272505103306,1.01072386539177
"209","BH","train",2.44282455918764,1.2148438480477,2.07088714401854,3.10831804154527,1.04020662757471,0.152288344383056,0.924795995797912
"210","BH","test",2.34617687342157,1.31618009889345,2.26016682683436,3.04865540214633,1.29688447553855,0.322219294733919,1.18412335423967
"211","BH","train",2.18814069878886,1.07445071895459,2.16148779108745,3.33682382816997,1.01994668167884,0.20682587603185,0.91487181754005
"212","BH","train",2.27035270177618,0.716837723299524,1.96656408409731,3.30803482774552,0.781755374652469,0.100370545117563,0.477121254719662
"213","BH","train",2.40227858189556,0.945960703577569,1.8710472613055,3.27292251285664,0.865103974641128,0.100370545117563,0.996073654485275
"214","BH","train",2.09022277168657,0.999565488225982,1.80140371001735,3.16164047397074,0.94299959336604,0.139879086401236,0.943494515906103
